Services,Ride_Date,Ride_status,Source_pickup,Destination,Duration,Ride_id,Customer_id,Driver_id,Distance,Ride_charge,Misc_charge,Total_fare,Payment_method
Bike,04-08-2024,completed,Mahadevapura Harbor,Amruthahalli Boulevard,24,RD7170803056182007,C068,D022,18.15,713.59,5.47,719.06,GPay
Cab,02-08-2024,completed,Bellandur Sector,Lingarajapuram View,58,RD7106119894869799,C021,D042,27.29,196.38,30.83,227.21,Amazon Pay
Cab,07-07-2024,completed,Kudlu Landing,ITI Layout Farms,10,RD0311283947480690,C062,D042,14.05,485.97,36.28,522.25,GPay
Parcel,04-07-2024,completed,Peenya Park,Horamavu Agara Cut,10,RD1057189660064966,C142,D055,30.25,465.05,11.03,476.08,Amazon Pay
Bike,23-07-2024,completed,Chikka Banaswadi Pointe,Kasturi Nagar Ridge,80,RD6246438357653199,C041,D001,29.36,600.5,33.03,633.53,GPay
Bike,13-08-2024,completed,HSR Layout Landing,RMV 2nd Stage Township,75,RD8720602956215788,C105,D015,26.65,300.55,33.07,333.62,Amazon Pay
Bike,24-06-2024,completed,BTM Layout Crescent,HRBR Layout 3rd Stage,53,RD0543445743030663,C177,D020,43.37,274.35,42.32,316.67,GPay
Auto,06-08-2024,cancelled,Mahadevapura Station,Vijayanagar Boulevard,71,RD6026691226904902,C121,D029,25.62,0,0,0,Payment Cancelled
Bike,01-08-2024,completed,Dooravani Nagar Trail,Hosur Sarjapur Road Layout Quay,72,RD1451876303464056,C009,D008,17.77,891.43,11.74,903.17,QR scan
Cab,26-07-2024,completed,Horamavu Banaswadi Bridge,Benson Town Viewpoint,26,RD7480602449014585,C074,D051,11.76,441.42,34.07,475.49,QR scan
Bike,03-08-2024,completed,Yelahanka New Town Quarry,Koramangala 7th Block Farms,112,RD4443177512093947,C073,D023,41.99,53.99,17.54,71.53,Amazon Pay
Bike,30-06-2024,completed,Chikkagubbi Harbor,Vidyaranyapura Close,26,RD3619808691090360,C117,D003,40.72,807.35,23.2,830.55,GPay
Bike,26-07-2024,completed,Chikkalasandra 3rd Stage,Rajarajeshwari Nagar Grove,43,RD0152266691242120,C176,D008,8.33,383.36,43.7,427.06,Paytm
Auto,07-09-2024,completed,Mysore Road Township,Nayandahalli Pointe,20,RD7033311659876054,C068,D029,31.47,421,0.17,421.17,Amazon Pay
Cab,15-07-2024,completed,Koramangala 7th Block Way,Peenya Colony,58,RD6863861184131187,C161,D049,4.18,176.5,38.69,215.19,Amazon Pay
Auto,05-07-2024,completed,Hosur Sarjapur Road Layout Pier,Lingarajapuram 2nd Block,31,RD4493796261982005,C170,D037,29.05,846.64,5.27,851.91,Paytm
Auto,23-07-2024,cancelled,Banaswadi Zone,ITI Layout 4th Block,19,RD6060117702580972,C051,D031,26.66,0,0,0,Payment Cancelled
Cab,24-06-2024,completed,Bagalur Works,HSR Layout 1st Block,27,RD2852385478791749,C030,D048,16.62,272.73,39.62,312.35,QR scan
Cab,15-07-2024,completed,Benniganahalli Meadows,Hennur Road Square,52,RD4477642953119185,C058,D050,46.21,633.16,20.48,653.64,Amazon Pay
Auto,02-07-2024,completed,Basaveshwaranagar Heights,Hosur Road Esplanade,99,RD6489439141868045,C039,D039,14.87,452,0.7,452.7,QR scan
Cab,23-07-2024,completed,Ramnagar Square,Thanisandra Township,86,RD1460642540989575,C069,D053,9.52,200.11,22.45,222.56,GPay
Parcel,18-07-2024,completed,Agrahara Layout Hills,Rajajinagar Township,102,RD0368691760104964,C037,D055,46.16,427.51,15.12,442.63,QR scan
Parcel,08-08-2024,completed,Anjanapura Extension,Kodigehalli 4th Block,55,RD8625281728975465,C016,D056,29.93,228.31,20.73,249.04,Amazon Pay
Bike,10-07-2024,completed,Benson Town 4th Block,Horamavu Sector,72,RD2676099876899428,C079,D020,47.15,561.43,14,575.43,QR scan
Auto,03-08-2024,completed,Kumaraswamy Layout 5th Stage,Kothaguda Court,78,RD2230199544256307,C192,D038,46.48,138.38,38.12,176.5,QR scan
Cab,08-07-2024,completed,Dr. Shivaram Karanth Nagar Nagar,Babusapalya Boulevard,24,RD3893423884810895,C146,D054,18.85,203.48,46.86,250.34,Paytm
Cab,10-08-2024,completed,Dooravani Nagar Square,Dommasandra Circle,56,RD8718100123434827,C074,D047,16.64,664.58,3.28,667.86,Paytm
Parcel,15-08-2024,cancelled,Babusapalya Commons,Malleshwaram Square,65,RD7222229221176794,C032,D058,20.89,0,0,0,Payment Cancelled
Bike,22-07-2024,cancelled,Bommanahalli Estate,Kudlu Vista,107,RD5836494932231403,C177,D010,6.72,0,0,0,Payment Cancelled
Bike,24-07-2024,completed,Anjanapura Heights,Avalahalli 1st Stage,60,RD2034572820721233,C180,D013,14.07,705.05,46.99,752.04,Paytm
Bike,26-07-2024,completed,Begur View,Kalena Agrahara Woods,53,RD3801257267070522,C070,D017,30,680.17,44.83,725,Paytm
Auto,28-06-2024,completed,BTM Layout Bridge,Nagwara Quadrant,25,RD2390668225378253,C139,D032,5.7,568.23,24.31,592.54,Amazon Pay
Auto,08-08-2024,completed,Yeshwanthpur Lane,Arekere Area,22,RD7943593420286014,C113,D026,46.35,524.84,0.85,525.69,GPay
Parcel,08-08-2024,completed,Kalyan Nagar Lane,Bikasipura 3rd Stage,41,RD6077591126566416,C154,D055,16.01,713.99,33.21,747.2,Amazon Pay
Parcel,22-07-2024,completed,Chokkanahalli Meadows,Rachenahalli Court,88,RD2565375194209270,C111,D060,49.34,785.25,31.61,816.86,Paytm
Auto,03-07-2024,completed,Vijayanagar Vista,Koramangala 4th Block Station,16,RD2781887981222897,C083,D034,20.49,943.63,13.17,956.8,GPay
Cab,08-07-2024,completed,Ramamurthy Nagar 1st Block,Bagalur Sector,29,RD5588868425674837,C065,D040,32.95,190.88,19.26,210.14,GPay
Auto,01-07-2024,completed,Byatarayanapura Garden,Chikkagubbi Crescent,41,RD2620487300751844,C024,D028,23.82,659.96,14.97,674.93,GPay
Bike,21-06-2024,completed,Hosur Quadrant,Yeshwanthpur 4th Stage,101,RD8405909033991826,C173,D019,49.55,664.6,30.27,694.87,GPay
Auto,03-08-2024,completed,Doddanekundi 3rd Stage,Anekal Depot,85,RD0722229846052770,C151,D025,16.48,861.86,24.5,886.36,GPay
Bike,29-06-2024,completed,Rajajinagar 5th Stage,Yelahanka New Town Loop,16,RD6957788784161639,C196,D022,13.81,836.56,30.72,867.28,QR scan
Parcel,02-07-2024,completed,Kaggalipura Complex,Dr. Shivaram Karanth Nagar Side,103,RD0911892647820763,C069,D059,18.55,439.86,40.91,480.77,Paytm
Cab,28-06-2024,completed,Pai Layout Township,Bellandur Outer Ring Road Hills,41,RD0476368022962222,C011,D052,34.98,633.2,47.54,680.74,Paytm
Cab,20-07-2024,cancelled,Hulimavu Bay,Chikkajala Arc,33,RD4044307592192373,C194,D042,31.67,0,0,0,Payment Cancelled
Bike,05-08-2024,completed,Pai Layout Cut,Kumaraswamy Layout Quarters,48,RD7041521685136496,C121,D017,18.48,91.48,19.94,111.42,QR scan
Auto,06-07-2024,cancelled,Nagawara Pass,Adugodi Zone,54,RD3096708142559040,C167,D032,45.79,0,0,0,Payment Cancelled
Cab,01-08-2024,completed,Koramangala 8th Block Side,Electronic City Close,21,RD6024878301019819,C072,D042,31.14,742.28,45,787.28,Paytm
Cab,22-07-2024,completed,Chikkalasandra 5th Stage,Bellandur Outer Ring Road Township,32,RD2863882392264162,C150,D046,13.66,325.1,35.91,361.01,Amazon Pay
Bike,25-07-2024,completed,Jakkur Plaza,Jakkur Works,38,RD0514823832998875,C163,D016,21.14,971.68,36.29,1007.97,Paytm
Auto,12-08-2024,completed,Ganganagar 6th Stage,Kanakapura Arcade,64,RD7768271455647848,C024,D032,7.58,292.89,5.38,298.27,Paytm
Auto,23-07-2024,completed,Banaswadi Landing,Bhadrappa Layout Heights,44,RD9002576935876570,C090,D031,12.2,507.65,22.78,530.43,Amazon Pay
Auto,10-08-2024,completed,Benniganahalli Yard,Sarjapur Square,23,RD5901899082695935,C086,D030,30.95,695.68,34.16,729.84,GPay
Parcel,28-07-2024,completed,Vidya Vihar Cutting,Hulimavu Extension,111,RD7871470106546776,C172,D055,15.12,517.1,30.7,547.8,Amazon Pay
Auto,23-07-2024,completed,Shivaji Nagar Station,Byatarayanapura Dam,101,RD3806232773980130,C042,D030,13.06,355.4,3.82,359.22,Paytm
Bike,08-07-2024,completed,Bellandur Outer Ring Road Commons,RT Nagar Commons,53,RD1658095335923207,C106,D023,13.51,196.68,31.6,228.28,Paytm
Cab,23-07-2024,completed,Hoodi 2nd Block,Kumaraswamy Layout Zone,46,RD1714206279863157,C127,D044,33.42,705.1,31.69,736.79,QR scan
Auto,24-06-2024,completed,Bhadrappa Layout Meadows,Chikkalasandra Commons,29,RD9634774286235176,C170,D031,32.89,590.55,26.05,616.6,Paytm
Bike,22-07-2024,completed,Nagasandra Colony,Hennur Drive,54,RD3373966466461242,C195,D018,44.5,775.42,23.64,799.06,Paytm
Auto,26-06-2024,completed,Gottigere Complex,Nandini Layout 1st Stage,22,RD3256910422587373,C010,D032,8.74,213.33,33.86,247.19,Amazon Pay
Auto,06-08-2024,completed,Chandra Layout Heights,Rachenahalli Colony,43,RD6310157873385566,C023,D030,49.14,631.13,6.28,637.41,GPay
Bike,27-07-2024,cancelled,Yelahanka New Town Zone,Devarachikkanahalli Passage,119,RD3247034559501637,C065,D011,20.21,0,0,0,Payment Cancelled
Bike,23-06-2024,completed,Kothnur Park,Rajajinagar Drive,82,RD0631991363032916,C030,D013,24,889.73,14.89,904.62,QR scan
Bike,28-06-2024,completed,Rajarajeshwari Nagar District,KR Puram Boulevard,87,RD5543277561866732,C132,D001,28.31,574.39,40.63,615.02,Amazon Pay
Bike,04-08-2024,completed,Hennur Colony,Magadi Road 6th Stage,23,RD4010715748787355,C169,D018,10.44,173.06,3.65,176.71,GPay
Cab,02-08-2024,completed,Horamavu Agara Heights,Subbanna Palya Fields,76,RD4715538403586145,C119,D046,11.88,161.11,38.86,199.97,Amazon Pay
Cab,07-07-2024,completed,BTM 2nd Stage Quadrant,Ramamurthy Nagar 5th Stage,55,RD4648052089842164,C014,D043,24.72,629.1,23.92,653.02,GPay
Parcel,04-07-2024,completed,Kalena Agrahara 4th Block,Kothnur Cutting,63,RD4128096695493787,C133,D057,26.72,490.76,20.35,511.11,Amazon Pay
Bike,23-07-2024,completed,Yelahanka New Town District,Horamavu Farms,43,RD7666019194687293,C160,D016,26.92,284.8,13.11,297.91,GPay
Bike,13-08-2024,completed,Chikkagubbi Depot,Bhadrappa Layout Bridge,114,RD1861347137392465,C161,D015,20.86,476.07,19.99,496.06,Amazon Pay
Bike,24-06-2024,completed,Sadashiva Nagar Complex,Benson Town Grove,117,RD2404379589580164,C195,D002,25.18,762.06,48.61,810.67,GPay
Auto,06-08-2024,cancelled,Nagarbhavi Quay,Jayanagar Vista,79,RD4057146539234290,C053,D029,45.18,0,0,0,Payment Cancelled
Bike,01-08-2024,completed,Kothaguda 6th Stage,Vasanth Nagar Passage,20,RD4482868368555438,C141,D005,47.96,340.84,20.76,361.6,QR scan
Cab,26-07-2024,completed,Koramangala 7th Block Harbor,Kalena Agrahara Alcove,82,RD4879857654796106,C074,D047,49.75,837.26,8.21,845.47,QR scan
Bike,03-08-2024,completed,Malleshwaram Extension,Hosur Quay,19,RD8982732852368196,C179,D016,24.19,697.73,5.52,703.25,Amazon Pay
Bike,30-06-2024,completed,Nagarbhavi Quarters,Balagere 6th Block,83,RD7757968131351532,C032,D001,7.19,323.59,42.46,366.05,GPay
Bike,26-07-2024,completed,Madivala Promenade,Kothanur Garden,56,RD2886988608940691,C162,D020,7.58,342.68,5.29,347.97,Paytm
Cab,29-07-2024,completed,Srirampura Yard,ITI Layout Sector,63,RD5998371615462956,C062,D047,48.75,431.84,15.09,446.93,Paytm
Cab,15-07-2024,completed,Vidya Vihar Grove,Harohalli Meadows,83,RD6624835091627319,C182,D042,3.21,53.73,19.03,72.76,Amazon Pay
Auto,05-07-2024,completed,Chikka Banaswadi Close,Jakkasandra Lane,49,RD9036149025934604,C080,D033,36.53,944.43,18.18,962.61,Paytm
Auto,23-07-2024,cancelled,BTM Layout Crescent,Nandini Layout Loop,93,RD1841609922146014,C004,D033,18.55,0,0,0,Payment Cancelled
Cab,24-06-2024,completed,Byatarayanapura Zone,Mahadevapura Dam,25,RD9774276667411855,C105,D041,11.34,402.13,12.85,414.98,QR scan
Cab,15-07-2024,completed,Harohalli Way,Kundalahalli Garden,24,RD9573610340598957,C058,D053,25.8,503.7,41.55,545.25,Amazon Pay
Auto,02-07-2024,completed,Ramamurthy Nagar Lane,Basaveshwaranagar Grove,46,RD9642324905748988,C030,D032,48.06,116.19,22.28,138.47,QR scan
Cab,23-07-2024,completed,Anekal Run,Vasanth Nagar Landing,106,RD6080546293622783,C031,D050,8.17,424.78,30.51,455.29,GPay
Parcel,18-07-2024,completed,Billekahalli Hills,Hulimavu Landing,69,RD2609309331996162,C040,D058,45.55,347.2,13.49,360.69,QR scan
Parcel,08-08-2024,completed,Sadashiva Nagar Loop,Bommasandra Yard,99,RD4264466496767845,C184,D057,37.35,455.05,17.88,472.93,Amazon Pay
Bike,10-07-2024,completed,MG Road View,Jayanagar Bay,37,RD0257231326744846,C131,D023,32.49,206.86,49.83,256.69,QR scan
Auto,03-08-2024,completed,Ganganagar 2nd Block,Frazer Town Colony,91,RD9050609334698775,C070,D031,43.32,685.17,27.2,712.37,QR scan
Cab,08-07-2024,completed,Banerghatta Road View,Vijayanagar Road,107,RD8227316791687513,C124,D047,20.12,460.11,21.64,481.75,Paytm
Cab,10-08-2024,completed,Bhadrappa Layout 6th Block,Chikkabellandur 1st Block,18,RD0840406734856224,C063,D047,34.49,404.13,16.62,420.75,Paytm
Parcel,15-08-2024,cancelled,Magadi Road Harbor,Varthur Station,31,RD7644619615873147,C142,D056,26.67,0,0,0,Payment Cancelled
Bike,22-07-2024,cancelled,HRBR Layout Quay,Horamavu Agara Hills,95,RD8275165556524314,C099,D007,13.24,0,0,0,Payment Cancelled
Bike,24-07-2024,completed,Chikkagubbi Cut,Chikkalasandra Hills,73,RD8187283798047370,C154,D017,25.24,979.8,47.96,1027.76,Paytm
Bike,26-07-2024,completed,MG Road Meadows,Subbanna Palya Crescent,70,RD2167928576186429,C192,D005,7.64,387.96,21.02,408.98,Paytm
Auto,28-06-2024,completed,Madivala Colony,Hennur Road Village,41,RD9080253127746921,C018,D029,1.82,92.3,3.75,96.05,Amazon Pay
Auto,08-08-2024,completed,Agara Zone,Bikasipura Plaza,110,RD1154130292291619,C198,D037,28.49,925.5,38.64,964.14,GPay
Parcel,08-08-2024,completed,Yelahanka New Town Esplanade,Gottigere Hills,71,RD3996262818503948,C107,D057,16.64,280.13,24.75,304.88,Amazon Pay
Parcel,22-07-2024,completed,Banaswadi Side,Dodda Banaswadi Square,65,RD4050147209794306,C130,D057,22.72,556.29,24.9,581.19,Paytm
Auto,03-07-2024,completed,Bommanahalli Heights,Nayandahalli Quadrant,48,RD5231908807048983,C001,D029,37.64,591.49,28.62,620.11,GPay
Cab,08-07-2024,completed,Agara Trail,Yeshwanthpur Landing,47,RD6025020656765660,C186,D044,3.75,969.8,1.16,970.96,GPay
Auto,01-07-2024,completed,Banerghatta Road Meadows,Koramangala 8th Block Zone,114,RD0100509216530378,C151,D034,30.62,840.94,0.83,841.77,GPay
Bike,21-06-2024,completed,Yelahanka New Town Circle,Rachenahalli Terrace,20,RD3715520965039301,C169,D016,45.59,495.91,7.22,503.13,GPay
Auto,03-08-2024,completed,Yelahanka New Town 2nd Block,Chandra Layout Heights,24,RD5099767656886397,C039,D032,44.7,354.52,4.85,359.37,GPay
Bike,29-06-2024,completed,Horamavu Agara Passage,Munnekollal Quarters,109,RD8488722397885642,C138,D016,40.15,747.03,3.87,750.9,QR scan
Parcel,02-07-2024,completed,Sahakar Nagar Quarry,Srirampura Complex,103,RD2538825527564449,C089,D057,17.95,463.23,32.5,495.73,Paytm
Cab,28-06-2024,completed,Arekere Complex,Ramamurthy Nagar Viewpoint,108,RD1465767187498877,C142,D052,34.21,232.18,23.64,255.82,Paytm
Cab,20-07-2024,cancelled,Gottigere Lane,Billekahalli Woods,112,RD3579368330435912,C140,D046,11.65,0,0,0,Payment Cancelled
Bike,05-08-2024,completed,Chokkanahalli 6th Block,Madivala 1st Stage,64,RD0373392087840060,C117,D011,23.42,313.62,11.84,325.46,QR scan
Auto,06-07-2024,cancelled,Kodigehalli 1st Stage,Kothanur View,111,RD7150016894866756,C049,D036,19.44,0,0,0,Payment Cancelled
Cab,01-08-2024,completed,Kalena Agrahara Works,Rajarajeshwari Nagar Viewpoint,97,RD6383686400805855,C062,D049,25.88,531.36,27.84,559.2,Paytm
Cab,22-07-2024,completed,Subbanna Palya Heights,Kundalahalli Quarters,37,RD0542538314526088,C099,D043,1.83,684.29,41.34,725.63,Amazon Pay
Bike,25-07-2024,completed,Avalahalli Lane,Jakkur Arc,106,RD8231694936148383,C199,D014,4.53,53.51,33.29,86.8,Paytm
Auto,12-08-2024,completed,Anekal Yard,Kanaka Nagar Harbor,19,RD6837411099858422,C012,D030,24.27,616.61,34.58,651.19,Paytm
Auto,23-07-2024,completed,Chikkalasandra Quadrant,Bhuvaneshwari Nagar Alcove,17,RD7542487735088077,C191,D032,35.65,172.53,1.34,173.87,Amazon Pay
Auto,10-08-2024,completed,Doddaballapur Township,Bhadrappa Layout Quarry,61,RD2515090321493028,C181,D039,28.77,195.53,39.08,234.61,GPay
Parcel,28-07-2024,completed,Koramangala Fork,Kudlu Way,96,RD6285710155433477,C098,D058,21.42,914.42,39.06,953.48,Amazon Pay
Auto,23-07-2024,completed,Hulimavu Cross,Chikka Banaswadi Mews,14,RD3045495353892571,C170,D037,39.97,748.85,23.21,772.06,Paytm
Bike,08-07-2024,completed,Kumaraswamy Layout Landing,Koramangala Ridge,80,RD3890806275341036,C167,D005,41.52,225.09,0.96,226.05,Paytm
Cab,23-07-2024,completed,Benson Town Estate,HSR Layout 2nd Block,42,RD6303111084939687,C127,D040,26.56,324.88,42.51,367.39,QR scan
Auto,24-06-2024,completed,Ramnagar Loop,RMV 2nd Stage Valley,86,RD7687095143385121,C033,D033,34.77,625.04,36.58,661.62,Paytm
Bike,22-07-2024,completed,Devarachikkanahalli Plaza,Madiwala 3rd Block,35,RD0681688429736389,C152,D011,22.4,200.41,37.56,237.97,Paytm
Auto,26-06-2024,completed,Hennur Road Complex,Benniganahalli Sector,115,RD0657147570452021,C026,D038,10.92,384.22,1.84,386.06,Amazon Pay
Auto,06-08-2024,completed,Sadashiva Nagar Cross,Vidyaranyapura Ridge,52,RD7018078199069505,C113,D026,21.88,62.92,23.49,86.41,GPay
Bike,27-07-2024,cancelled,Nayandahalli Enclave,Sanjay Nagar Yard,30,RD8399482421054019,C135,D015,1.78,0,0,0,Payment Cancelled
Bike,23-06-2024,completed,Yelahanka New Town Esplanade,Rajajinagar Arc,48,RD5159393684738552,C004,D024,11.31,580.81,3.85,584.66,QR scan
Bike,28-06-2024,completed,Lingarajapuram Grove,RMV 2nd Stage Woods,64,RD5865511387163954,C037,D014,34.09,254.6,49.55,304.15,Amazon Pay
Bike,04-08-2024,completed,Jalahalli Promenade,Billekahalli Circle,52,RD2567895418087439,C168,D005,19.05,317.3,9.51,326.81,GPay
Cab,02-08-2024,completed,Nagawara Fields,Kumaraswamy Layout Sector,33,RD9453811856238938,C020,D047,45.73,157.63,25.76,183.39,Amazon Pay
Cab,07-07-2024,completed,Madiwala Court,Horamavu Loop,24,RD1392285661757250,C068,D045,23.27,904.43,35.05,939.48,GPay
Parcel,04-07-2024,completed,Bommanahalli 4th Stage,Basavanagudi Colony,56,RD5791649558015677,C160,D060,29.38,874.48,12.38,886.86,Amazon Pay
Bike,23-07-2024,completed,Kalena Agrahara Fields,MG Road Depot,12,RD1337002040951630,C102,D021,23.49,244.16,14.03,258.19,GPay
Bike,13-08-2024,completed,Subbanna Palya Zone,JP Nagar Crescent,21,RD7599342269468057,C021,D011,36.7,928.66,10.33,938.99,Amazon Pay
Bike,24-06-2024,completed,Benniganahalli Station,Kadubeesanahalli Vista,94,RD4277322494501510,C173,D018,33.54,77.33,7.04,84.37,GPay
Auto,06-08-2024,cancelled,Kengeri 6th Stage,Jayanagar Cut,29,RD3282026328725889,C098,D030,11.22,0,0,0,Payment Cancelled
Bike,01-08-2024,completed,Doddanekundi Pier,Koramangala 8th Block Arcade,13,RD4261791663651258,C161,D023,18.9,164.19,41.62,205.81,QR scan
Cab,26-07-2024,completed,Kanakapura Enclave,Balagere Court,87,RD5808246647112115,C195,D047,23.38,79.72,43.09,122.81,QR scan
Bike,03-08-2024,completed,Kaval Byrasandra Terrace,Bommasandra Depot,118,RD9519928055406527,C139,D002,35.22,528.09,18.88,546.97,Amazon Pay
Bike,30-06-2024,completed,Agara Mews,Nagarbhavi Court,76,RD9799989354002756,C159,D003,14.72,914.86,4.34,919.2,GPay
Bike,26-07-2024,completed,Sonnenahalli Cutting,Hennur Road Pass,60,RD0132554244232133,C061,D021,28.46,536.85,30.58,567.43,Paytm
Bike,30-06-2024,cancelled,Ashok Nagar Plaza,RT Nagar Area,17,RD7033084750863353,C176,D003,6.44,0,0,0,Payment Cancelled
Cab,15-07-2024,completed,Nagarbhavi Crescent,Hulimavu Summit,100,RD0527122981772578,C074,D043,47.65,823.83,17.82,841.65,Amazon Pay
Auto,05-07-2024,completed,Doddanekundi Close,Byatarayanapura Layout,114,RD4430370585305896,C192,D026,10.61,123.07,29.1,152.17,Paytm
Auto,23-07-2024,cancelled,Koramangala Heights,Chikkajala Cross,50,RD9026313197493018,C112,D026,13.21,0,0,0,Payment Cancelled
Cab,24-06-2024,completed,Whitefield Valley,Benniganahalli Fields,21,RD9307827539974565,C195,D050,40.84,249.17,8.52,257.69,QR scan
Cab,15-07-2024,completed,Kalyan Nagar Lane,Chikkagubbi Farms,71,RD0002325822880682,C181,D053,13.67,480.3,29.46,509.76,Amazon Pay
Auto,02-07-2024,completed,Mahalakshmi Layout District,Hebbal Square,70,RD9035224631885777,C026,D032,17.77,173.32,11.93,185.25,QR scan
Cab,23-07-2024,completed,Nayandahalli Heights,Bommanahalli Track,68,RD2072437089217855,C043,D051,29.27,161.46,9.23,170.69,GPay
Parcel,18-07-2024,completed,Horamavu Banaswadi Woods,Kadubeesanahalli 6th Block,44,RD5285111238579158,C077,D055,2.77,300.86,15.17,316.03,QR scan
Parcel,08-08-2024,completed,Giri Nagar Summit,Kadugodi Boulevard,81,RD8345443789867149,C012,D057,35.89,623.15,17.3,640.45,Amazon Pay
Bike,10-07-2024,completed,Benson Town Meadows,Sanjay Nagar Fields,56,RD3035255578873523,C015,D010,45.19,957.01,20.83,977.84,QR scan
Auto,03-08-2024,completed,Bellandur Layout,HSR Layout 5th Block,83,RD7800361070141686,C092,D030,8.15,189.24,42.96,232.2,QR scan
Cab,08-07-2024,completed,Gottigere Cutting,Dooravani Nagar Cove,114,RD5948821893958195,C111,D042,46.84,750.83,21.43,772.26,Paytm
Cab,10-08-2024,completed,Ganganagar Dam,Jakkasandra Alley,41,RD4673917921463562,C063,D048,29.95,964.19,45.85,1010.04,Paytm
Parcel,15-08-2024,cancelled,Sahakar Nagar Park,Chikkalasandra Park,39,RD4836552895701946,C106,D059,44.18,0,0,0,Payment Cancelled
Bike,22-07-2024,cancelled,Hebbal Kempapura Lane,Rachenahalli Plaza,35,RD9571694633242299,C175,D006,37.64,0,0,0,Payment Cancelled
Bike,24-07-2024,completed,Dooravani Nagar Meadows,Vasanth Nagar Layout,70,RD0122332212867467,C044,D006,27.45,240.8,48.25,289.05,Paytm
Bike,26-07-2024,completed,Anjanapura Station,Amruthahalli Vista,90,RD5431968284005977,C021,D020,23.29,775.27,22.75,798.02,Paytm
Auto,28-06-2024,completed,Bhadrappa Layout 1st Block,HRBR Layout Landing,62,RD1389042691358221,C098,D034,10.57,876.28,7.47,883.75,Amazon Pay
Auto,08-08-2024,completed,Hoodi Close,Kasavanahalli Cutting,44,RD6609498846406298,C175,D028,7.66,948.31,26.4,974.71,GPay
Parcel,08-08-2024,completed,Hosur Sarjapur Road Layout Quadrant,Kanaka Nagar Farms,91,RD3252047183909101,C128,D059,31.5,282.68,17.45,300.13,Amazon Pay
Parcel,22-07-2024,completed,MG Road Nagar,Subbanna Palya View,87,RD4570346730184544,C037,D056,2.02,924.51,35.23,959.74,Paytm
Auto,03-07-2024,completed,Kanaka Nagar Hills,Kanaka Nagar Run,68,RD5728950157050377,C119,D035,42.17,583.21,0.94,584.15,GPay
Cab,08-07-2024,completed,KR Puram 3rd Stage,Banashankari Dam,92,RD5100261131439454,C066,D047,23,911.97,42.12,954.09,GPay
Auto,01-07-2024,completed,Lingarajapuram Plaza,RT Nagar Loop,49,RD6646580944124314,C066,D035,17.71,854.84,35.46,890.3,GPay
Bike,21-06-2024,completed,Devarachikkanahalli Valley,Banashankari Vista,88,RD6538176851929596,C003,D015,14.86,979.5,5.2,984.7,GPay
Auto,03-08-2024,completed,Koramangala 4th Block Mews,Tavarekere Station,52,RD0673679223400744,C074,D035,33.93,422.09,41.92,464.01,GPay
Bike,29-06-2024,completed,Pai Layout Area,Kadubeesanahalli Way,14,RD3866103299279503,C140,D006,6.35,684.36,36.45,720.81,QR scan
Parcel,02-07-2024,completed,Whitefield Square,Hulimavu Arcade,43,RD5541497794572410,C019,D058,9.64,579.87,14.45,594.32,Paytm
Cab,28-06-2024,completed,Indiranagar Area,Anjanapura 4th Block,93,RD7515778613287363,C089,D049,28.26,266.16,5.99,272.15,Paytm
Cab,20-07-2024,cancelled,Tavarekere Summit,Lingarajapuram Ridge,79,RD3550967790200181,C077,D050,14.35,0,0,0,Payment Cancelled
Bike,05-08-2024,completed,Jakkasandra Station,Vidyaranyapura Depot,60,RD6517824063933555,C109,D023,7.97,866.55,49.33,915.88,QR scan
Auto,06-07-2024,cancelled,Chokkanahalli Fork,Sadashiva Nagar Place,70,RD4833094575550098,C065,D032,42.37,0,0,0,Payment Cancelled
Cab,01-08-2024,completed,Balagere Way,Banerghatta Road Square,30,RD9635819829273063,C078,D043,41.3,734.78,37.83,772.61,Paytm
Cab,22-07-2024,completed,Bommanahalli Quarry,Mysore Road Enclave,110,RD5082213367443251,C099,D053,6.09,501.73,8.73,510.46,Amazon Pay
Bike,25-07-2024,completed,Hosur Sarjapur Road Layout 6th Stage,Bommasandra Woods,83,RD5003046335109786,C124,D004,43.54,660.13,26.49,686.62,Paytm
Auto,12-08-2024,completed,Amruthahalli Fields,Billekahalli Crescent,101,RD3106038291559667,C061,D031,11.35,849.3,12.54,861.84,Paytm
Auto,23-07-2024,completed,Marathahalli Quarry,RT Nagar Layout,23,RD3998157708968080,C147,D030,22.33,930.07,41.92,971.99,Amazon Pay
Auto,10-08-2024,completed,Banerghatta Road Summit,Anjanapura Passage,106,RD6989803709765956,C148,D029,2.69,884.47,7.61,892.08,GPay
Parcel,28-07-2024,completed,Banashankari 5th Block,Hebbal Kempapura Estate,68,RD6409117000779361,C180,D057,26.38,131.95,16,147.95,Amazon Pay
Auto,23-07-2024,completed,Banerghatta Road 5th Stage,Kothanur Area,72,RD0747010559794238,C006,D038,46.01,100.11,22.71,122.82,Paytm
Bike,08-07-2024,completed,Doddakannelli Terrace,Hosur Sarjapur Road Layout Arc,14,RD9364999350845358,C169,D013,2.12,320.86,44.7,365.56,Paytm
Cab,23-07-2024,completed,Dodda Banaswadi Pier,Giri Nagar Quay,12,RD1440215830840972,C071,D040,23.47,412.51,30.13,442.64,QR scan
Auto,24-06-2024,completed,Rachenahalli Arcade,Hennur Road Valley,27,RD1862118616873751,C145,D038,5.97,518.12,29.87,547.99,Paytm
